2 DEGEN ST,1, Federal Style Home,Home Size 8172 Square Feet,Oyster Shells Driveway,Crushed Stone Driveway, Lot Size 19217 Square Feet,2021-09-17 7:17:18,https://hub.link/EgxU5kq,https://map.metagascar.com/way/22
8 Sea Vista Dr,44, Saltbox Style Home,Home Size 9707 Square Feet,Basic Driveway,Gravel Driveway, Lot Size 20857 Square Feet,2021-09-17 7:18:27,https://hub.link/GLAvf9N,https://map.metagascar.com/way/68
10 Sea Vista Dr,45, Prairie Style Home,Home Size 1231 Square Feet,Oyster Shells Driveway,Asphalt Driveway, Lot Size 17707 Square Feet,2021-09-17 7:18:29,Undeveloped,https://map.metagascar.com/way/67
12 Sea Vista Dr,46, Gothic Revival Style Home,Home Size 6643 Square Feet,Valet Style Driveway,Tar and Chip Driveway, Lot Size 20205 Square Feet,2021-09-17 7:18:30,Undeveloped,https://map.metagascar.com/way/66
14 Sea Vista Dr,47, Monterey Style Home,Home Size 7707 Square Feet,Oyster Shells Driveway,Gravel Driveway, Lot Size 22165 Square Feet,2021-09-17 7:18:32,https://hub.link/wqK35jU,https://map.metagascar.com/way/65
16 Sea Vista Dr,48, Queen Anne Style Home,Home Size 6643 Square Feet,Oyster Shells Driveway,Tar and Chip Driveway, Lot Size 21300 Square Feet,2021-09-17 7:18:34,https://hub.link/ynFaMWQ,https://map.metagascar.com/way/64
18 Sea Vista Dr,49, Spanish Style Home,Home Size 7102 Square Feet,Valet Style Driveway,Gravel Driveway, Lot Size 15617 Square Feet,2021-09-17 7:18:35,Undeveloped,https://map.metagascar.com/way/63
20 Sea Vista Dr,50, National Style Home,Home Size 7102 Square Feet,Oyster Shells Driveway,Tar and Chip Driveway, Lot Size 18121 Square Feet,2021-09-17 7:18:37,https://hub.link/MhgrGU8,https://map.metagascar.com/way/62
3 Sea Vista Dr,51, Stick Style Home,Home Size 8300 Square Feet,Basic Driveway,Concrete Driveway, Lot Size 16005 Square Feet,2021-09-17 7:18:38,Undeveloped,https://map.metagascar.com/way/72
5 Sea Vista Dr,52, Gothic Revival Style Home,Home Size 5617 Square Feet,Basic Driveway,Cobblestone Driveway, Lot Size 15617 Square Feet,2021-09-17 7:18:40,Undeveloped,https://map.metagascar.com/way/73
7 Sea Vista Dr,53, Neoclassical Style Home,Home Size 7857 Square Feet,Oyster Shells Driveway,Crushed Stone Driveway, Lot Size 19555 Square Feet,2021-09-17 7:18:41,https://hub.link/b4PNcYJ,https://map.metagascar.com/way/74
9 Sea Vista Dr,54, Cape Cod Style Home,Home Size 8121 Square Feet,Oyster Shells Driveway,Tar and Chip Driveway, Lot Size 16643 Square Feet,2021-09-17 7:18:43,Undeveloped,https://map.metagascar.com/way/75
11 Sea Vista Dr,55, Neoclassical Style Home,Home Size 7857 Square Feet,Oyster Shells Driveway,Brick Driveway, Lot Size 22284 Square Feet,2021-09-17 7:18:44,https://hub.link/UoYdvAF,https://map.metagascar.com/way/76
13 Sea Vista Dr,56, Victorian Style Home,Home Size 8172 Square Feet,Basic Driveway,Basalt Driveway, Lot Size 15899 Square Feet,2021-09-17 7:18:46,Undeveloped,https://map.metagascar.com/way/77
15 Sea Vista Dr,57, Dutch Colonial Style Home,Home Size 7165 Square Feet,Basic Driveway,Brick Driveway, Lot Size 20205 Square Feet,2021-09-17 7:18:48,Undeveloped,https://map.metagascar.com/way/78
17 Sea Vista Dr,58, Regency Style Home,Home Size 9124 Square Feet,Valet Style Driveway,Cobblestone Driveway, Lot Size 19217 Square Feet,2021-09-17 7:18:49,Undeveloped,https://map.metagascar.com/way/79
19 Sea Vista Dr,59, Spanish Style Home,Home Size 5617 Square Feet,Basic Driveway,Paver Driveway, Lot Size 16643 Square Feet,2021-09-17 7:18:51,Undeveloped,https://map.metagascar.com/way/80
21 Sea Vista Dr,60, Bungalow Style Home,Home Size 8121 Square Feet,Oyster Shells Driveway,Brick Driveway, Lot Size 15617 Square Feet,2021-09-17 7:18:52,Undeveloped,https://map.metagascar.com/way/81
2 Hawes St,61, Tudor Style Home,Home Size 4210 Square Feet,Valet Style Driveway,Concrete Driveway, Lot Size 16005 Square Feet,2021-09-17 7:18:54,Undeveloped,Undeveloped
4 Hawes St,62, Second Empire Style Home,Home Size 7707 Square Feet,Oyster Shells Driveway,Concrete Driveway, Lot Size 22284 Square Feet,2021-09-17 7:18:55,Undeveloped,Undeveloped
6 Hawes St,63, Stick Style Home,Home Size 6643 Square Feet,Basic Driveway,Cobblestone Driveway, Lot Size 26252 Square Feet,2021-09-17 7:18:57,Undeveloped,Undeveloped
8 Hawes St,64, Federal Style Home,Home Size 7730 Square Feet,Basic Driveway,Concrete Driveway, Lot Size 18172 Square Feet,2021-09-17 7:18:59,Undeveloped,Undeveloped
10 Hawes St,65, Gothic Revival Style Home,Home Size 5617 Square Feet,Basic Driveway,Asphalt Driveway, Lot Size 15899 Square Feet,2021-09-17 7:19:00,Undeveloped,Undeveloped
12 Hawes St,66, Second Empire Style Home,Home Size 7205 Square Feet,Oyster Shells Driveway,Paver Driveway, Lot Size 21231 Square Feet,2021-09-17 7:19:02,Undeveloped,Undeveloped
14 Hawes St,67, Dutch Colonial Style Home,Home Size 8121 Square Feet,Oyster Shells Driveway,Gravel Driveway, Lot Size 18121 Square Feet,2021-09-17 7:19:03,Undeveloped,Undeveloped
16 Hawes St,68, Prairie Style Home,Home Size 4210 Square Feet,Oyster Shells Driveway,Brick Driveway, Lot Size 26252 Square Feet,2021-09-17 7:19:05,Undeveloped,Undeveloped
18 Hawes St,69, Saltbox Style Home,Home Size 7707 Square Feet,Valet Style Driveway,Concrete Driveway, Lot Size 18544 Square Feet,2021-09-17 7:19:06,Undeveloped,Undeveloped
20 Hawes St,70, National Style Home,Home Size 6823 Square Feet,Oyster Shells Driveway,Asphalt Driveway, Lot Size 15617 Square Feet,2021-09-17 7:19:08,Undeveloped,Undeveloped
3 Hawes St,71, Ranch Style Home,Home Size 7205 Square Feet,Basic Driveway,Paver Driveway, Lot Size 21780 Square Feet,2021-09-17 7:19:09,Undeveloped,Undeveloped
5 Hawes St,72, Saltbox Style Home,Home Size 7102 Square Feet,Oyster Shells Driveway,Gravel Driveway, Lot Size 17730 Square Feet,2021-09-17 7:19:11,Undeveloped,Undeveloped
7 Hawes St,73, Georgian Style Home,Home Size 1231 Square Feet,Basic Driveway,Crushed Stone Driveway, Lot Size 16005 Square Feet,2021-09-17 7:19:13,Undeveloped,Undeveloped
9 Hawes St,74, National Style Home,Home Size 8121 Square Feet,Basic Driveway,Crushed Stone Driveway, Lot Size 18121 Square Feet,2021-09-17 7:19:14,Undeveloped,Undeveloped
11 Hawes St,75, Bungalow Style Home,Home Size 5617 Square Feet,Basic Driveway,Concrete Driveway, Lot Size 90210 Square Feet,2021-09-17 7:19:16,Undeveloped,Undeveloped
13 Hawes St,76, Federal Style Home,Home Size 12032 Square Feet,Valet Style Driveway,Crushed Stone Driveway, Lot Size 18172 Square Feet,2021-09-17 7:19:17,Undeveloped,Undeveloped
15 Hawes St,77, Contemporary Style Home,Home Size 5780 Square Feet,Basic Driveway,Tar and Chip Driveway, Lot Size 17707 Square Feet,2021-09-17 7:19:19,Undeveloped,Undeveloped
17 Hawes St,78, Queen Anne Style Home,Home Size 4284 Square Feet,Oyster Shells Driveway,Concrete Driveway, Lot Size 21231 Square Feet,2021-09-17 7:19:20,Undeveloped,Undeveloped
19 Hawes St,79, Georgian Style Home,Home Size 8300 Square Feet,Oyster Shells Driveway,Tar and Chip Driveway, Lot Size 18172 Square Feet,2021-09-17 7:19:22,Undeveloped,Undeveloped
21 Hawes St,80, Art Deco Style Home,Home Size 4210 Square Feet,Basic Driveway,Basalt Driveway, Lot Size 20032 Square Feet,2021-09-17 7:19:24,Undeveloped,Undeveloped
2 S Chavez St,81, Craftsman Style Home,Home Size 7102 Square Feet,Basic Driveway,Asphalt Driveway, Lot Size 20205 Square Feet,2021-09-17 7:19:25,Undeveloped,Undeveloped
4 S Chavez St,82, International Style Home,Home Size 7102 Square Feet,Valet Style Driveway,Crushed Stone Driveway, Lot Size 17707 Square Feet,2021-09-17 7:19:27,Undeveloped,Undeveloped
6 S Chavez St,83, Craftsman Style Home,Home Size 8300 Square Feet,Oyster Shells Driveway,Crushed Stone Driveway, Lot Size 18121 Square Feet,2021-09-17 7:19:28,https://hub.link/n7WtfAi,Undeveloped
8 S Chavez St,84, Shotgun Style Home,Home Size 7205 Square Feet,Basic Driveway,Gravel Driveway, Lot Size 18121 Square Feet,2021-09-17 7:19:30,https://hub.link/WVkuBV5,Undeveloped
10 S Chavez St,85, Queen Anne Style Home,Home Size 9124 Square Feet,Oyster Shells Driveway,Brick Driveway, Lot Size 90210 Square Feet,2021-09-17 7:19:31,Undeveloped,Undeveloped
12 S Chavez St,86, Art Deco Style Home,Home Size 8060 Square Feet,Oyster Shells Driveway,Gravel Driveway, Lot Size 15617 Square Feet,2021-09-17 7:19:33,https://hub.link/UYgqWPv,Undeveloped
14 S Chavez St,87, Cape Cod Style Home,Home Size 5617 Square Feet,Oyster Shells Driveway,Concrete Driveway, Lot Size 19217 Square Feet,2021-09-17 7:19:34,Undeveloped,Undeveloped
16 S Chavez St,88, Prairie Style Home,Home Size 12032 Square Feet,Oyster Shells Driveway,Asphalt Driveway, Lot Size 19555 Square Feet,2021-09-17 7:19:36,Undeveloped,Undeveloped
18 S Chavez St,89, Pueblo Style Home,Home Size 5780 Square Feet,Valet Style Driveway,Cobblestone Driveway, Lot Size 16643 Square Feet,2021-09-17 7:19:38,Undeveloped,Undeveloped
20 S Chavez St,90, International Style Home,Home Size 6072 Square Feet,Oyster Shells Driveway,Asphalt Driveway, Lot Size 17730 Square Feet,2021-09-17 7:19:39,Undeveloped,Undeveloped
3 S Chavez St,91, Pueblo Style Home,Home Size 5617 Square Feet,Basic Driveway,Crushed Stone Driveway, Lot Size 20032 Square Feet,2021-09-17 7:19:41,Undeveloped,Undeveloped
5 S Chavez St,92, Shingle Style Home,Home Size 8060 Square Feet,Oyster Shells Driveway,Cobblestone Driveway, Lot Size 26252 Square Feet,2021-09-17 7:19:42,Undeveloped,Undeveloped
7 S Chavez St,93, Shed Style Home,Home Size 9707 Square Feet,Oyster Shells Driveway,Gravel Driveway, Lot Size 21231 Square Feet,2021-09-17 7:19:44,Undeveloped,Undeveloped
9 S Chavez St,94, Georgian Style Home,Home Size 7707 Square Feet,Valet Style Driveway,Cobblestone Driveway, Lot Size 15899 Square Feet,2021-09-17 7:19:45,Undeveloped,Undeveloped
11 S Chavez St,95, French Provincial Style Home,Home Size 7102 Square Feet,Oyster Shells Driveway,Paver Driveway, Lot Size 15899 Square Feet,2021-09-17 7:19:47,Undeveloped,Undeveloped
13 S Chavez St,96, Monterey Style Home,Home Size 4210 Square Feet,Valet Style Driveway,Concrete Driveway, Lot Size 18544 Square Feet,2021-09-17 7:19:48,Undeveloped,Undeveloped
15 S Chavez St,97, Saltbox Style Home,Home Size 9707 Square Feet,Valet Style Driveway,Brick Driveway, Lot Size 15617 Square Feet,2021-09-17 7:19:50,Undeveloped,Undeveloped
17 S Chavez St,98, Cape Cod Style Home,Home Size 5617 Square Feet,Basic Driveway,Crushed Stone Driveway, Lot Size 20857 Square Feet,2021-09-17 7:19:52,Undeveloped,Undeveloped
19 S Chavez St,99, Second Empire Style Home,Home Size 5617 Square Feet,Basic Driveway,Paver Driveway, Lot Size 18121 Square Feet,2021-09-17 7:19:53,Undeveloped,Undeveloped
21 S Chavez St,100, French Provincial Style Home,Home Size 6072 Square Feet,Basic Driveway,Concrete Driveway, Lot Size 21823 Square Feet,2021-09-17 8:03:10,Undeveloped,Undeveloped
2 Belcourt Dr,101, Italianate Style Home,Home Size 7857 Square Feet,Valet Style Driveway,Basalt Driveway, Lot Size 18121 Square Feet,2021-09-17 8:03:12,Undeveloped,Undeveloped
4 Belcourt Dr,102, Split Level Style Home,Home Size 8060 Square Feet,Basic Driveway,Paver Driveway, Lot Size 16005 Square Feet,2021-09-17 8:03:14,Undeveloped,Undeveloped
6 Belcourt Dr,103, French Provincial Style Home,Home Size 7205 Square Feet,Valet Style Driveway,Basalt Driveway, Lot Size 18121 Square Feet,2021-09-17 8:03:15,Undeveloped,Undeveloped
8 Belcourt Dr,104, Federal Style Home,Home Size 4284 Square Feet,Valet Style Driveway,Crushed Stone Driveway, Lot Size 22284 Square Feet,2021-09-17 8:03:17,Undeveloped,Undeveloped
10 Belcourt Dr,105, Bungalow Style Home,Home Size 3252 Square Feet,Oyster Shells Driveway,Crushed Stone Driveway, Lot Size 19555 Square Feet,2021-09-17 8:03:19,Undeveloped,Undeveloped
12 Belcourt Dr,106, Monterey Style Home,Home Size 5617 Square Feet,Basic Driveway,Asphalt Driveway, Lot Size 18544 Square Feet,2021-09-17 8:03:20,Undeveloped,Undeveloped
14 Belcourt Dr,107, Ranch Style Home,Home Size 8121 Square Feet,Oyster Shells Driveway,Cobblestone Driveway, Lot Size 20857 Square Feet,2021-09-17 8:03:22,Undeveloped,Undeveloped
16 Belcourt Dr,108, Neoclassical Style Home,Home Size 9707 Square Feet,Basic Driveway,Gravel Driveway, Lot Size 17707 Square Feet,2021-09-17 8:03:23,Undeveloped,Undeveloped
18 Belcourt Dr,109, Greek Revival Style Home,Home Size 8060 Square Feet,Valet Style Driveway,Tar and Chip Driveway, Lot Size 16005 Square Feet,2021-09-17 8:03:25,Undeveloped,Undeveloped
20 Belcourt Dr,110, Second Empire Style Home,Home Size 9217 Square Feet,Basic Driveway,Concrete Driveway, Lot Size 21780 Square Feet,2021-09-17 8:03:26,Undeveloped,Undeveloped
3 Belcourt Dr,111, Second Empire Style Home,Home Size 9707 Square Feet,Oyster Shells Driveway,Tar and Chip Driveway, Lot Size 16643 Square Feet,2021-09-17 8:03:28,Undeveloped,Undeveloped
5 Belcourt Dr,112, Stick Style Home,Home Size 8300 Square Feet,Valet Style Driveway,Crushed Stone Driveway, Lot Size 90210 Square Feet,2021-09-17 8:03:30,Undeveloped,Undeveloped
7 Belcourt Dr,113, Gothic Revival Style Home,Home Size 8172 Square Feet,Basic Driveway,Basalt Driveway, Lot Size 16005 Square Feet,2021-09-17 8:03:31,Undeveloped,Undeveloped
9 Belcourt Dr,114, Shed Style Home,Home Size 8300 Square Feet,Oyster Shells Driveway,Gravel Driveway, Lot Size 90210 Square Feet,2021-09-17 8:03:33,Undeveloped,Undeveloped
11 Belcourt Dr,115, Contemporary Style Home,Home Size 7730 Square Feet,Valet Style Driveway,Asphalt Driveway, Lot Size 20857 Square Feet,2021-09-17 8:03:34,Undeveloped,Undeveloped
13 Belcourt Dr,116, Greek Revival Style Home,Home Size 9707 Square Feet,Oyster Shells Driveway,Asphalt Driveway, Lot Size 20032 Square Feet,2021-09-17 8:03:36,Undeveloped,Undeveloped
15 Belcourt Dr,117, Colonial Style Home,Home Size 8172 Square Feet,Oyster Shells Driveway,Crushed Stone Driveway, Lot Size 21780 Square Feet,2021-09-17 8:03:38,Undeveloped,Undeveloped
17 Belcourt Dr,118, Split Level Style Home,Home Size 9217 Square Feet,Basic Driveway,Brick Driveway, Lot Size 19555 Square Feet,2021-09-17 8:03:39,Undeveloped,Undeveloped
19 Belcourt Dr,119, International Style Home,Home Size 7857 Square Feet,Oyster Shells Driveway,Gravel Driveway, Lot Size 18544 Square Feet,2021-09-17 8:03:41,Undeveloped,Undeveloped
21 Belcourt Dr,120, Greek Revival Style Home,Home Size 7857 Square Feet,Oyster Shells Driveway,Concrete Driveway, Lot Size 16643 Square Feet,2021-09-17 8:03:42,Undeveloped,Undeveloped
2 Newton Canyon Rd,121, Prairie Style Home,Home Size 7165 Square Feet,Oyster Shells Driveway,Gravel Driveway, Lot Size 21231 Square Feet,2021-09-17 8:03:44,Undeveloped,Undeveloped
4 Newton Canyon Rd,122, Tudor Style Home,Home Size 7730 Square Feet,Oyster Shells Driveway,Brick Driveway, Lot Size 21780 Square Feet,2021-09-17 8:03:46,Undeveloped,Undeveloped
6 Newton Canyon Rd,123, Second Empire Style Home,Home Size 8300 Square Feet,Basic Driveway,Gravel Driveway, Lot Size 22165 Square Feet,2021-09-17 8:03:47,Undeveloped,Undeveloped
8 Newton Canyon Rd,124, Saltbox Style Home,Home Size 5617 Square Feet,Oyster Shells Driveway,Asphalt Driveway, Lot Size 19555 Square Feet,2021-09-17 8:03:49,Undeveloped,Undeveloped
10 Newton Canyon Rd,125, Craftsman Style Home,Home Size 7730 Square Feet,Oyster Shells Driveway,Brick Driveway, Lot Size 18121 Square Feet,2021-09-17 8:03:50,Undeveloped,Undeveloped
12 Newton Canyon Rd,126, International Style Home,Home Size 8300 Square Feet,Valet Style Driveway,Asphalt Driveway, Lot Size 19555 Square Feet,2021-09-17 8:03:52,Undeveloped,Undeveloped
14 Newton Canyon Rd,127, Shingle Style Home,Home Size 7165 Square Feet,Valet Style Driveway,Paver Driveway, Lot Size 18121 Square Feet,2021-09-17 8:03:54,Undeveloped,Undeveloped
16 Newton Canyon Rd,128, Pueblo Style Home,Home Size 4284 Square Feet,Basic Driveway,Asphalt Driveway, Lot Size 18060 Square Feet,2021-09-17 8:03:55,Undeveloped,Undeveloped
18 Newton Canyon Rd,129, Stick Style Home,Home Size 5780 Square Feet,Oyster Shells Driveway,Tar and Chip Driveway, Lot Size 17730 Square Feet,2021-09-17 8:03:57,Undeveloped,Undeveloped
20 Newton Canyon Rd,130, Contemporary Style Home,Home Size 7707 Square Feet,Valet Style Driveway,Concrete Driveway, Lot Size 21300 Square Feet,2021-09-17 8:03:58,Undeveloped,Undeveloped
3 Newton Canyon Rd,131, Colonial Style Home,Home Size 7857 Square Feet,Valet Style Driveway,Cobblestone Driveway, Lot Size 16005 Square Feet,2021-09-17 8:04:00,Undeveloped,Undeveloped
5 Newton Canyon Rd,132, International Style Home,Home Size 4284 Square Feet,Oyster Shells Driveway,Brick Driveway, Lot Size 21300 Square Feet,2021-09-17 8:04:01,Undeveloped,Undeveloped
7 Newton Canyon Rd,133, Gothic Revival Style Home,Home Size 6643 Square Feet,Basic Driveway,Concrete Driveway, Lot Size 22284 Square Feet,2021-09-17 8:04:03,Undeveloped,Undeveloped
9 Newton Canyon Rd,134, Shotgun Style Home,Home Size 7707 Square Feet,Valet Style Driveway,Crushed Stone Driveway, Lot Size 20205 Square Feet,2021-09-17 8:04:05,Undeveloped,Undeveloped
11 Newton Canyon Rd,135, Tudor Style Home,Home Size 8121 Square Feet,Basic Driveway,Cobblestone Driveway, Lot Size 90210 Square Feet,2021-09-17 8:04:06,Undeveloped,Undeveloped
